
organism_name
Ephydatia muelleri
Didymodactylos carnosus
Didymodactylos carnosus
Madathamugadia hiepei
Pomacea maculata
Hycleus phaleratus
Micoletzkya japonica
Ophiothrix spiculata
Hycleus cichorii
Limnephilus marmoratus
Limnephilus marmoratus
Phymanthus crucifer
Aptinothrips rufus
Trionymus perrisii
Pristionchus maxplancki
Pristionchus mayeri
Brachionus sp. 'Tiscar'
Limacina bulimoides
Helicorthomorpha holstii
Scaptomyza hsui
Junonia evarete evarete
Junonia evarete evarete
Junonia evarete evarete
Junonia evarete evarete
Junonia evarete evarete
Junonia evarete evarete
Junonia evarete evarete
Junonia evarete dougueti
Poecilobdella manillensis
Eristalis dimidiata
Trigoniulus corallinus
Anisynta dominula
Calamotropha paludella
Calamotropha paludella
Ephestia elutella
Papilio ambrax
Toxidia parvulus
Lutraria rhynchaena
Dicyrtomina minuta
Lipothrix lubbocki
Anadara kagoshimensis
Drosophila kurseongensis
Ophionereis fasciata
Hormiphora californensis
Brassicogethes aeneus
Osmia bicornis bicornis
Osmia bicornis bicornis
Osmia bicornis bicornis
Tagiades litigiosa
Gomalia elma
Gomalia elma
Spialia phlomidis
Hyposmocoma kahamanoa
Tomocerus nigrus
Drosophila subpulchrella
Drosophila subpulchrella
Levipalatum texanum
Alviniconcha marisindica
Cyphoderus albinus
Junonia evarete swifti
Junonia evarete swifti
Junonia evarete swifti
Junonia evarete swifti
Junonia evarete swifti
Junonia evarete swifti
Junonia litoralis
Junonia litoralis
Junonia litoralis
Heliconius cydno hermogenes
Heliconius melpomene bellula
Heliconius melpomene bellula
Urbanus sp. 3 SS-2014
Caenorhabditis latens
Papilio joanae
Euglossa dilemma
Aelia acuminata
Aelia acuminata
Globodera ellingtonae
Anopheles coluzzii
Anopheles coluzzii
Anopheles coluzzii
Anopheles coluzzii
Anopheles coluzzii
Anopheles coluzzii
Anopheles coluzzii
Anopheles coluzzii
Anopheles coluzzii
Anopheles coluzzii
Ceratophysella communis
Tomocerus vulgaris
Oscheius sp. MCB
Papilio aristodemus
Papilio aristodemus
Papilio thoas cinyras
Anneissia japonica
Ectropis grisescens
Adranes taylori
Caerostris darwini
Pristionchus fissidentatus
Empoasca onukii
Cnaphalocrocis exigua
Heortia vitessoides
Stenopsyche tienmushanensis
Caenorhabditis tropicalis
Caenorhabditis tropicalis
Bradysia odoriphaga
Neoneuromus ignobilis
Telenomus remus
Eristalis pertinax
Eristalis pertinax
Oscheius sp. TEL-2014
Oscheius sp. TEL-2014
Condylostylus patibulatus
Ephydra gracilis
Cirrula hians
Holcocephala fusca
Sarcophagidae sp. BV-2014
Trichoceridae sp. BV-2014
Mochlonyx cinctipes
Eutreta diana
Trupanea jonesi
Meloidogyne luci
Akabosia matsudoensis
Catotricha subobsoleta
Agriphila tristella
Agriphila tristella
Chrysoteuchia culmella
Chrysoteuchia culmella
Notocelia uddmanniana
Notocelia uddmanniana
Parapoynx stratiotata
Parapoynx stratiotata
Tinea trinotella
Tinea trinotella
Marasmarcha lunaedactyla
Marasmarcha lunaedactyla
Eurema mandarina
Katreus dimidia
Katreus johnstonii
Katreus johnstonii
Katreus johnstonii
Katreus johnstonii
Laparus doris delila
Laparus doris doris
Heliconius pardalinus ssp. n. KMK-2015
Heliconius pardalinus ssp. n. KMK-2015
Heliconius pardalinus ssp. n. KMK-2015
Heliconius erato demophoon
Heliconius melpomene meriana
Heliconius melpomene meriana
Caenorhabditis nigoni
Caenorhabditis nigoni
Lethrus apterus
Katreus hollandi
Sphaeroforma sirkka
Phorcus lineatus
Phorcus lineatus
Oryctes borbonicus
Oryctes borbonicus
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Junonia nigrosuffusa
Fonticula-like sp. SCN 57-25
Agriphila geniculea
Agriphila geniculea
Synanthedon vespiformis
Synanthedon vespiformis
Asbolus verrucosus
Anoplius nigerrimus
Anoplius nigerrimus
Fragariocoptes setiger
Nascus phocus
Panoquina ocola ocola
Pachythone gigas
Sericinus montela
Oxynetra aureopecta
Dianesia carteri
Anopheles sp. NFL-2015
Proctacanthus coquilletti
Columbicola hoogstraali
Trachelipus rathkii
Apodemia mejicanus
Apodemia virgulti
Caenorhabditis sp. 38 MB-2015
Gigantopelta aegis
Caenorhabditis sp. 21 LS-2015
Caenorhabditis sp. 26 LS-2015
Caenorhabditis sp. 31 LS-2015
Caenorhabditis sp. 32 LS-2015
Caenorhabditis sp. 39 LS-2015
Caenorhabditis sp. 40 LS-2015
Scaptomyza montana
Brevipalpus yothersi
Heliconius elevatus bari
Heliconius elevatus bari
Heliconius elevatus bari
Heliconius hecuba flava
Heliconius melpomene malleti x Heliconius melpomene plesseni
Bembidion nr. transversale OSAC:DRMaddison DNA3205
Tomocerus qinae
Tomocerus qinae
Dipetalonema caudispina
Cruorifilaria tuberocauda
Paelopatides confundens
Diadumene lineata
Diadumene lineata
Intoshia linei
Daphnia sinensis
Orphe vatinius
Ceroptres masudai
Mesaphorura yosii
Calvadosia cruxmelitensis
Brachionus asplanchnoidis
Brachionus asplanchnoidis
Agonopterix subpropinquella
Agonopterix subpropinquella
Orchestia grillus
Drosophila pandora
Bombus superbus
Blastobasis adustella
Blastobasis adustella
Hedya salicella
Hedya salicella
Ypsolopha scabrella
Ypsolopha scabrella
Lordiphosa mommai
Drosophila oshimai
Polypedilum pembai
Spialia ali
Ernsta colotes
Ernsta dromus
Spialia spio
Glossosoma conforme
Taenaris catops
Taenaris catops
Pseudomimeciton antennatum
Stiretrus anchorago
Stiretrus anchorago
Chrysina resplendens
Novius pumilus
Apostichopus parvimensis
Cabirus procas
Noctuana haematospila
Noctuana haematospila
Odontoptilum angulatum
Eburuncus unifasciata
Anentome helena
Thecocarcelia acutangulata
Thecocarcelia acutangulata
Ecitomorpha arachnoides
Charidia lucaria
Haemactis sanguinalis
Ganaspis brasiliensis
Trinorchestia longiramus
Acropora awi
Ichthyosporea sp. XGB-2017a
Agathymus mariae mariae
Aenictocupidus jacobsonorum
Weissflogia rhopalogaster
Aurelia coerulea
Dinothrombium tinctorium
Papilio phestus
Sericostoma sp. HW-2014
Sericostoma sp. HW-2014
Caenorhabditis inopinata
Yoshiicerus persimilis
Yoshiicerus persimilis
Medioppia subpectinata
Medioppia subpectinata
Eriopis connexa
Holacanthella duospinosa
Pachypeltis micranthus
Junonia vestina vestina
Junonia vestina vestina
Junonia vestina vestina
Lepidotrigona ventralis hoosana
Bathochordaeus stygius
Synergus itoensis
Synergus gifuensis
Calephelis nemesis
Calephelis virginiensis
Plectus sambesii
Nemoura dubitans
Nemoura dubitans
Ooceraea biroi
Ooceraea biroi
Sceptobius lativentris
Platyusa sonomae
Diploscapter pachys
Bombus opulentus
Asbolis capucinus
Apostichopus californicus
Euura saliciscinereae
Ignelater luminosus
Dracogyra subfuscus
Chrysaora achlyos
Chrysaora chesapeakei
Hexapoda sp.
Emesis diogenia
Emesis russula
Zabuella tenellus
Lycas argentea
Lychnuchoides ozias
Cotesia typhae
Tisbe holothuriae
Eumaeus atala
Eumaeus atala
Oikopleura vanhoeffeni
Ornithoptera richmondia
Atrophaneura dixoni
Procambarus virginalis
Procambarus virginalis
Brachyptera putata
Brachyptera putata
Pachliopta kotzebuea
Abscondita terminalis
Sycophaga agraensis
Paraescarpia echinospica
Lepidochrysops patricia
Apodemia duryi
Apodemia multiplaga
Emesis phyciodoides
Apodemia chisosensis
Apodemia nais
Apodemia hypoglauca
Apodemia murphyi
Apodemia walkeri
Mesorhabditis belari
Mesorhabditis belari
Tetramorium immigrans
Achlyodes mithridates tamenund
Aeromachus stigmata shanda
Aguna camagura
Alera haworthiana
Ampittia dioscorides camertes
Astraptes naxos
Aurina dida
Autochton itylus
Autochton pseudocellus
Autochton reflexus
Bibasis iluska mahintha
Bolla brennus
Butleria flavomaculatus valdivianus
Caltoris sirius fusca
Carterocephalus mandan
Chioides albofasciatus
Chioides vintra
Codatractus cyledis
Epargyreus spanna
Eracon sarahburnsae
Euphyes dion
Gorgopas trochilus
Heliopetes ericetorum
Heliopyrgus sublinea
Hesperia meskei straton
Hesperopsis alpheus texana
Hyalothyrus neleus pemphigargyra
Jera tricuspidata
Jera tricuspidata
Lobocla nepos
Metardaris cosinga cedra
Nastra julia
Nerula fibrena
Niconiades incomptus
Notocrypta feisthamelii
Oechydrus chersis rufus
Oileides vulpinus
Paramimus stigma
Phareas burnsi
Phocides pigmalion okeechobee
Pholisora mejicanus
Piruna pirus
Potamanaxas melicertes
Pseudodrephalys atinas
Pyrrhopyge hadassa
Racta chiria
Sarmientola browni
Taractrocera maevius sagara
Eantis tosta
Urbanus velinus
Viola violella
Arteurotia tractipennis tractipennis
Astictopterus jama jama
Atrytonopsis hianna hianna
Epargyreus clarus clarus
Erynnis brizo brizo
Euschemon rafflesia rafflesia
Lobocla liliana liliana
Thymelicus lineola lineola
Urbanus proteus proteus
Choranthus vitellius
Croniades pieria auraria
Cupitha purreea
Emmelus purpurascens
Notamblyscirtes simius
Pseudosarbia flavofasciata
Wahydra kenava
Zonia zonia panamensis
Zonia zonia panamensis
Zonia zonia panamensis
Aurina azines
Autochton oryx
Autochton potrillo potrillo
Ectomis asine
Ectomis labriaris
Ectomis octomaculata
Ectomis perniciosus
Ectomis pervivax
Euriphellus phraxanor
Urbanus megalurus
Cecropterus acanthopoda
Cecropterus albociliatus
Cecropterus athesis
Cecropterus bathyllus
Cecropterus casica
Cecropterus confusis
Cecropterus dorantes dorantes
Cecropterus evenus
Cecropterus phalaecus
Cecropterus rinta
Cecropterus takuta
Cecropterus tehuacana
Cecropterus toxeus
Duroca duroca duroca
Lobotractus cyda
Lobotractus valeriana
Salantoia eriopis
Telegonus cellus
Telegonus hyster
Tiana niger
Tiana niger
Zeutus zeutus
Mimia cf. chiapaensis NVG-14107D03
Myrinia cf. binoculus NVG-14112H01
Telicota sp. NVG-7783
Emesis cereus
Emesis neemias
Emesis spreta
Archivesica marissinica
Alatinidae sp. Z8VKAUB7J3
Laparus doris viridis
Caenorhabditis panamensis
Caenorhabditis panamensis
Caenorhabditis becei
Andricus quercuslanigera
Nomia melanderi
Apostictopterus fuliginosus
Barca bicolor
Rhinocypha anisoptera
Atopsyche davidsoni
Omphaloscelis lunosa
Omphaloscelis lunosa
Rhabditida sp. S2_005_001R2
Diptera sp. S2_005_002R2
Potamilus streckersoni
Anopheles fontenillei
Ectemnius lituratus
Ectemnius lituratus
Mimumesa dahlbomi
Mimumesa dahlbomi
Nysson spinosus
Nysson spinosus
Aurelia aurita complex sp. Pacific
Apostichopus leukothele
Oikopleura albicans
Mesochordaeus erythrocephalus
Margaritifera margaritifera
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Junonia grisea
Fritillaria borealis
Cecropterus lyciades
Halicephalobus mephisto
Blastobasis lacticolella
Blastobasis lacticolella
Bombus cullumanus
Eurytides dolicaon deicoon
Losaria neptunus creber
Meandrusa sciron aribbas
Mimoides lysithous rurik
Papilio alexanor hazarajatica
Papilio antimachus
Parnassius imperator regulus
Protesilaus protesilaus protesilaus
Protographium marcellus marcellus
Troides rhadamantus plateni
Heliconius telesiphe telesiphe
Dryas iulia iulia
Heliconius erato x Heliconius himera
Eueides tales michaeli
Oncopodura yosiiana
Neelides sp. FZ-2019
Thalassaphorura encarpata
Pygmarrhopalites habei
Sminthurides bifidus
Sminthurinus signatus
Rambutanura hunanensis
Trichonephila clavipes
Trichonephila clavipes
Apyrrothrix aesculapus
Apyrrothrix araxes araxes
Apyrrothrix arizonae
Apyrrothrix chalybea chloris
Apyrrothrix hoffmanni
Apyrrothrix hygieia
Apyrrothrix maculosa
Apyrrothrix mulleri
Apyrrothrix sangaris
Butleria elwesi
Celaenorrhinus aurivittatus
Celaenorrhinus cf. opalinus JZ-2019
Celaenorrhinus ficulnea ficulnea
Celaenorrhinus patula
Chaetocneme critomedia critomedia
Chamunda chamunda
Chamunda chamunda
Coeliades ramanatek ramanatek
Cornuphallus albafascia
Creonpyge creon creon
Croniades pieria pieria
Dalla costala
Dalla cyprius quinka
Dalla eburones eburones
Dalla quadristriga
Elbella theseus
Jemadia hospita hospita
Jemadia scomber
Jemadia suekentonmiller
Jonaspyge jonas
Jonaspyge tzotzili
Katreus holocausta
Katreus holocausta
Katreus holocausta
Katreus holocausta
Katreus holocausta
Mimoniades fallax
Mimoniades nurscia amans
Mimoniades nurscia nurscia
Mimoniades ocyalus
Mimoniades pionia pionia
Mimoniades versicolor eupheme
Myscelus amystis hages
Myscelus epimachia
Myscelus nobilis
Mysoria affinis
Mysoria barcastus barcastus
Mysoria catomelaena
Mysoria galgala
Mysoria sejanus stolli
Mysoria xanthippe spixii
Oxynetra confusa
Oxynetra roscius flavomaculata
Oxynetra roscius iphimedia
Oxynetra roscius roscius
Oxynetra semihyalina
Oxynetra stangelandi
Oxynetra stangelandi
Parelbella ahira ahira
Parelbella machaon machaon
Parelbella polyzona
Passova ganymedes ganymedes
Passova nigrocephala
Passova passova rudex
Piruna aea mexicana
Pseudocoladenia festa
Pyrrhopyge amythaon amythaon
Pyrrhopyge amythaon peron
Pyrrhopyge aziza attis
Pyrrhopyge aziza lexos
Pyrrhopyge creona
Pyrrhopyge cressoni
Pyrrhopyge evansi evansi
Pyrrhopyge guianae
Pyrrhopyge hadassa pseudohadassa
Pyrrhopyge haemon
Pyrrhopyge kelita
Pyrrhopyge melanomerus
Pyrrhopyge papius papius
Pyrrhopyge pelota
Pyrrhopyge phidias bixae
Pyrrhopyge phidias phidias
Pyrrhopyge proculus draudti
Pyrrhopyge proculus lina
Pyrrhopyge sadia
Pyrrhopyge schausi
Pyrrhopyge sergius andronicus
Pyrrhopyge sergius ganus
Pyrrhopyge sergius josephina
Pyrrhopyge sergius josephina
Pyrrhopyge sergius sergius
Pyrrhopyge tatei
Pyrrhopyge telassa croceimargo
Pyrrhopyge thericles orientis
Pyrrhopyge thericles pseudophidias
Pyrrhopyge thericles rileyi
Pyrrhopyge thericles rileyi (AT of =bolius)
Sarangesa brigida
Tagiades gana meetana
Yanguna cometes cometides
Yanguna spatiosa spatiosa
Yanguna thelersa
Agara belti belti
Agara michaeli
Ardaris aerata
Ardaris eximia
Ardaris minthe
Ardaris pityusa
Ardaris sela periphema
Ardaris sela sela
Aspitha agenoria agenoria
Aspitha aspitha aspitha
Aspitha aspitha rufescens
Aspitha bassleri
Azonax typhaon
Azonax typhaon
Granila paseas
Gunayan rhacia
Gunayan rhacia
Gunayan rubricollis
Hewitsoniella migonitis
Microceris adonis
Microceris etna
Microceris iphinous
Microceris mariae mariae
Microceris merops
Microceris miodesmiata
Microceris patrobas patrobas
Microceris scylla
Microceris theseus
Microceris variicolor
Microceris viriditas viriditas
Nosphistia zonara
Protelbella alburna alburna
Protelbella ruficauda
Apyrrothrix (Melanopyge) sp. n. Burns01
Gari tellinella
Gari tellinella
Halicephalobus sp. NKZ332
Brachionus paranguensis
Trichinella sp. 17WV049-YT159
Callirhytis sp. RG_2019_326
Achatina immaculata
Octopus sinensis
Apodemia ares
Apodemia zela
Apodemia arnacis
Emesis brimo vimena
Emesis orichalceus
Emesis aerigera
Emesis furor
Emesis melancholica
Emesis angularis
Emesis heterochroa
Emesis tenedia
Emesis saturata
Emesis tegula
Emesis lupina
Emesis poeas
Emesis progne
Emesis satema
Emesis liodes
Emesis glaucescens
Emesis fastidiosa
Emesis condigna
Emesis castigata
Emesis opaca
Emesis opaca
Emesis eurydice
Emesis vulpina
Emesis heteroclita
Xanthosa xanthosa
Sertania guttata guttata
Calephelis perditalis
Lasaia sula peninsularis
Melanis pixe pixe
Baeotis zonata zonata
Caria ino melicerta
Stalachtis halloweeni
Befrostia lalannei
Befrostia elegia
Abisara bifasciata
Emesis heteroclita adelpha
Emesis fatimella nobilata
Emesis temesa emesina
Exaiptasia diaphana
Magallana hongkongensis
Caenorhabditis bovis
Marronus borbonicus
Leptinotarsa peninsularis
Leptinotarsa rubiginosa
Leptinotarsa defecta
Leptinotarsa undecemlineata
Leptinotarsa tumamoca
Leptinotarsa lineolata
Criorhina berberina
Criorhina berberina
Elaeidobius kamerunicus
Dimorphilus gyrociliatus
Ganaspis sp. Gsp50
Culicoides tainanus
Atriophallophorus winterbourni
Junonia evarete oscura
Junonia evarete oscura
Junonia evarete oscura
Junonia evarete oscura
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia neildi neildi
Junonia vestina livia
Junonia vestina livia
Junonia vestina livia
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia zonalis zonalis
Junonia evarete michaelisi
Junonia evarete michaelisi
Junonia evarete michaelisi
Junonia evarete michaelisi
Junonia evarete michaelisi
Junonia evarete michaelisi
Junonia evarete michaelisi
Junonia evarete michaelisi
Junonia evarete michaelisi
Junonia evarete michaelisi
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia neildi ssp. 1 JZ-2019
Junonia sp. 1 JZ-2019
Junonia sp. 1 JZ-2019
Junonia sp. 1 JZ-2019
Junonia sp. 1 JZ-2019
Junonia sp. 1 JZ-2019
Junonia sp. 1 JZ-2019
Junonia sp. 1 JZ-2019
Junonia sp. 1 JZ-2019
Junonia sp. 1 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Junonia sp. 2 JZ-2019
Plutomurus gul
Branchiostoma floridae x Branchiostoma japonicum
Branchiostoma floridae x Branchiostoma japonicum
Branchiostoma floridae x Branchiostoma belcheri
Branchiostoma floridae x Branchiostoma belcheri
Bombus vancouverensis nearcticus
Favria cribrellum
Muschampia antonia
Muschampia gigas
Muschampia kuenlunus
Muschampia leuzeae
Muschampia mohammed
Muschampia musta
Muschampia nobilis
Muschampia nomas
Muschampia plurimacula
Muschampia poggei
Muschampia prometheus
Muschampia proteides
Muschampia proteus
Muschampia tersa
Noctuana brunneofusca
Windia windi
Agyllia agylla
Ernsta confusa
Ernsta delagoae
Spialia doris
Spialia galba
Spialia geron
Agyllia kituina
Spialia mafa
Ernsta nanus
Spialia osthelderi
Ernsta ploetzi
Ernsta secessus
Spialia struvei
Ernsta wrefordi
Muschampia baetica
Muschampia floccifera
Muschampia lavatherae
Muschampia orientalis
Muschampia stauderi
Acromyrmex charruanus
Spialia lugens
Spialia carnea
Spialia ferax
Muschampia lutulenta
Telegonus azul
Dolichomitus sp. PSUC_FEM 10030005
Tomocerus maximus
Anoncus sp. PSUC_FEM 10030000
Adelognathus sp. PSUC_FEM 10030001
Odontocolon sp. PSUC_FEM 10030002
Aleiodes sp. PSUC_FEM 10030003
Phanerotoma sp. PSUC_FEM 10030009
Mesochorus sp. PSUC_FEM 10030011
Lissonota sp. PSUC_FEM 10030012
Dusona sp. PSUC_FEM 10030013
Meteorus sp. PSUC_FEM 10030008
Benedenia humboldti
Anastatus disparis
Trichonephila clavata
Kradibia gibbosae
Chiridota heheva
Trichonephila inaurata madagascariensis
Platorchestia sp. MABIK
Sycobia sp. Sy_11
Sycophila sp. Sp_5
Dryas iulia moderata
Allodiplogaster sudhausi
Bunonema sp. RGD898
Rotaria sp. Silwood1
Rotaria sp. Silwood1
Rotaria sp. Silwood1
Rotaria sp. Silwood1
Rotaria sp. Silwood1
Rotaria sp. Silwood1
Rotaria sp. Silwood1
Rotaria sp. Silwood1
Rotaria sp. Silwood1
Rotaria sp. Silwood1
Rotaria sp. Silwood2
Rotaria sp. Silwood2
Rotaria sp. Silwood2
Rotaria sp. Silwood2
Rotaria sp. Silwood2
Rotaria sp. Silwood2
Rotaria sp. Silwood2
Rotaria sp. Silwood2
Anopheles funestus-like sensu Spillings et al. (2009)
Trachythela sp. YZ-2020
Aplidium turbinatum
Aplidium turbinatum
Steinernema khuongi
Nebria ingens riversi
Drosophila carrolli
Drosophila aff. chauvacae BK-2020
Drosophila anomelani
Telegonus anausis annetta
Maniola hyperantus
Maniola hyperantus
Megathymus violae
Megathymus violae
Bellardia pandia
Bellardia pandia
Ichneumon xanthorius
Ichneumon xanthorius
Dione vanillae vanillae
Dione vanillae vanillae
Drosophila sp. st01m
Formica aquilonia x Formica polyctena
Gonatopus flavifemur
Belonocnema kinseyi
Paramacrobiotus sp. TYO
Gigantidas platifrons
Hypophylla argenissa
Alychna victa
Pachyrhynchus sulphureomaculatus
Drosophila ironensis
Drosophila setifemur
Ctenoptilum multiguttatum
Drosophila sp. 14030-0761.01
Neodiprion fabricii
Cercopithifilaria johnstoni
Aphelinus atriplicis
Xenia sp. Carnegie-2017
